record_id,subject_id,session_id,timestamp_ms,delta_band_power,theta_band_power,alpha_band_power,beta_band_power,gamma_band_power,signal_noise_ratio,eye_blink_artifact,mental_task_type,focus_level_score,cognitive_state
266,11,3,269745,0.851,0.54,1.357,2.36,3.987,34.49,No,Cognitive Load,30.27,Focused
267,28,1,2795,0.978,2.241,4.62,8.224,3.23,22.44,No,Visual Stimulus,75.4,Distracted
268,25,4,97462,2.718,4.225,0.51,8.526,3.334,9.46,No,Resting,47.4,Focused
269,50,9,438480,1.223,3.162,2.929,2.957,3.81,9.04,No,Motor Imagery,89.86,Fatigued
270,23,4,365036,4.902,5.88,2.15,3.594,0.689,10.57,No,Cognitive Load,79.74,Distracted
271,31,2,334977,1.213,5.308,7.784,2.744,2.041,31.28,No,Cognitive Load,90.15,Distracted
272,30,10,522904,2.694,2.475,5.954,9.13,2.364,29.88,No,Motor Imagery,21.42,Distracted
273,42,5,265228,2.139,0.75,3.122,5.275,1.384,12.13,No,Cognitive Load,66.82,Distracted
274,35,3,469862,3.377,5.151,1.196,6.733,3.374,34.64,No,Cognitive Load,73.85,Fatigued
275,7,9,132201,1.081,5.512,4.376,4.447,3.073,14.85,No,Motor Imagery,74.24,Relaxed
276,16,4,159094,2.436,5.013,2.101,6.495,2.911,32.75,No,Visual Stimulus,50.4,Relaxed
277,26,6,263749,1.736,1.204,4.523,4.166,3.989,22.11,No,Resting,1.13,Distracted
278,48,2,77506,4.495,5.989,6.765,3.727,1.112,30.6,No,Visual Stimulus,26.14,Relaxed
279,49,6,44130,0.683,1.922,5.118,6.528,2.968,18.35,No,Resting,32.33,Fatigued
280,2,3,163402,4.612,4.483,5.253,6.115,2.25,17.15,Yes,Motor Imagery,85.2,Relaxed
281,1,9,146259,4.248,5.494,4.558,3.289,1.321,34.45,No,Visual Stimulus,84.09,Relaxed
282,48,2,419007,1.839,1.796,7.454,1.919,0.726,6.24,No,Visual Stimulus,10.47,Fatigued
283,12,9,352580,4.052,5.495,7.489,4.001,3.594,39.12,No,Resting,94.98,Relaxed
284,5,5,201682,0.64,2.202,4.345,4.444,2.422,27.69,No,Resting,18.25,Distracted
285,37,8,374485,4.851,5.87,2.793,6.473,3.317,20.14,No,Resting,41.44,Distracted
286,32,2,223034,2.87,2.047,3.947,9.188,2.227,26.98,Yes,Resting,21.52,Fatigued
287,9,6,509394,1.865,5.744,1.899,0.844,0.958,9.3,No,Cognitive Load,86.03,Distracted
288,41,3,544061,2.132,0.794,5.273,2.815,1.416,22.99,No,Motor Imagery,74.94,Distracted
289,35,10,283007,0.799,4.401,4.251,2.34,1.588,39.48,No,Resting,35.35,Distracted
290,19,5,313559,4.952,3.427,1.275,5.272,3.894,13.23,Yes,Visual Stimulus,68.19,Distracted
291,48,8,68968,0.677,3.128,1.982,4.582,0.122,30.28,Yes,Visual Stimulus,18.44,Distracted
292,16,10,493891,3.447,1.729,4.097,7.426,3.944,20.22,No,Visual Stimulus,38.23,Relaxed
293,3,1,584718,2.492,4.381,7.157,2.803,3.924,27.84,Yes,Resting,37.71,Fatigued
294,20,5,250072,4.77,1.549,4.748,6.148,3.985,12.17,No,Motor Imagery,23.79,Focused
295,24,3,1515,1.607,3.541,5.612,8.897,1.959,21.47,Yes,Cognitive Load,87.63,Fatigued
296,33,4,97206,2.894,1.893,3.043,9.151,3.859,39.3,No,Resting,67.88,Fatigued
297,24,2,245282,2.671,5.756,4.786,9.608,1.643,11.84,No,Resting,27.99,Fatigued
298,11,9,407821,3.663,0.657,3.855,7.846,0.203,27.28,No,Cognitive Load,24.21,Relaxed
299,49,3,5586,0.806,1.599,5.443,9.107,0.975,25.15,No,Motor Imagery,1.8,Fatigued
300,8,2,555474,1.372,1.833,0.879,2.728,3.787,24.78,No,Resting,34.66,Fatigued
301,36,10,551216,1.466,2.777,4.2,2.377,0.154,26.53,Yes,Visual Stimulus,52.68,Relaxed
302,38,9,385134,3.822,1.78,2.72,0.562,2.229,22.58,Yes,Visual Stimulus,27.77,Distracted
303,40,7,349173,1.351,3.202,2.946,7.215,0.395,5.59,Yes,Resting,70.05,Focused
304,20,6,544999,3.081,5.299,7.707,9.406,1.217,36.5,No,Motor Imagery,41.17,Distracted
305,35,1,579250,1.469,4.416,1.87,2.276,0.444,33.94,Yes,Visual Stimulus,31.63,Fatigued
306,48,5,20039,4.377,3.69,2.834,6.551,3.452,11.1,No,Visual Stimulus,93.91,Distracted
307,25,3,560849,4.74,0.99,4.324,7.591,2.405,19.46,No,Cognitive Load,26.28,Relaxed
308,35,1,206555,2.833,4.317,6.973,9.312,3.618,31.97,No,Motor Imagery,39.83,Focused
309,25,4,491087,2.085,1.415,3.625,6.645,2.785,39.3,No,Resting,38.23,Distracted
310,29,2,219730,1.553,4.825,6.079,9.718,3.887,38.29,No,Cognitive Load,24.12,Fatigued
311,18,2,1577,0.724,1.875,6.923,3.774,2.089,36.48,No,Cognitive Load,21.75,Focused
312,46,3,107792,1.708,2.794,2.825,3.824,2.591,10.54,No,Cognitive Load,30.24,Fatigued
313,18,8,238540,3.444,2.428,3.446,5.659,2.348,37.01,No,Motor Imagery,86.42,Distracted
314,2,8,228506,2.901,5.223,3.174,4.143,1.989,35.75,No,Motor Imagery,76.71,Distracted
315,35,7,10785,4.748,1.196,6.746,0.514,3.399,18.19,No,Motor Imagery,68.1,Fatigued
316,16,6,72227,2.283,3.611,0.833,7.452,2.614,18.81,No,Resting,45.71,Focused
317,41,9,589719,3.622,1.281,2.813,7.641,3.225,21.1,No,Motor Imagery,50.78,Focused
318,36,4,410513,2.702,4.376,5.596,7.596,3.167,27.97,No,Cognitive Load,26.71,Focused
319,33,1,247941,2.807,5.478,4.741,3.778,0.845,14.13,No,Visual Stimulus,7.43,Distracted
320,4,8,150653,1.705,2.89,3.772,5.462,2.636,5.8,No,Resting,33.1,Distracted
321,33,7,317336,2.547,3.185,4.55,3.92,0.879,9.94,No,Resting,49.56,Fatigued
322,14,7,263606,2.619,5.601,1.982,0.652,2.375,20.4,No,Resting,5.73,Fatigued
323,21,3,390992,3.68,3.365,3.73,5.843,2.742,14.87,No,Cognitive Load,8.82,Relaxed
324,48,4,338250,4.733,3.182,4.263,1.676,3.989,31.76,No,Motor Imagery,26.3,Relaxed
325,20,10,310809,1.982,3.681,7.259,1.26,0.219,8.73,No,Cognitive Load,36.71,Relaxed
326,8,9,343154,0.69,4.291,2.456,7.677,0.456,37.11,No,Visual Stimulus,39.33,Fatigued
327,7,6,596861,2.733,1.088,7.009,0.59,0.4,36.34,No,Motor Imagery,11.79,Focused
328,3,5,224737,2.95,5.016,5.332,9.611,1.654,36.81,No,Visual Stimulus,22.58,Relaxed
329,17,3,537674,1.258,2.895,0.653,5.395,3.304,30.89,No,Resting,26.16,Fatigued
330,33,9,386213,3.922,0.898,5.935,9.839,3.392,8.74,Yes,Resting,6.76,Distracted
331,48,5,54460,4.932,4.824,0.767,1.051,2.974,20.33,Yes,Cognitive Load,32.61,Focused
332,12,5,399437,4.756,2.573,7.98,6.044,3.598,9.6,No,Motor Imagery,7.22,Relaxed
333,22,4,416690,1.387,1.052,7.045,3.819,1.359,39.57,No,Resting,70.35,Distracted
334,22,4,115375,4.439,3.986,2.73,8.513,0.444,16.66,No,Cognitive Load,38.6,Focused
335,46,1,152117,3.67,5.341,2.431,3.932,0.327,25.49,No,Visual Stimulus,32.68,Focused
336,30,7,116582,2.542,5.383,3.361,2.975,3.423,32.28,No,Cognitive Load,12.65,Distracted
337,38,9,498909,2.933,5.767,3.171,8.647,2.949,37.22,No,Motor Imagery,22.65,Relaxed
338,38,3,576623,4.323,5.272,3.293,4.059,2.825,31.44,No,Motor Imagery,23.27,Relaxed
339,45,2,52949,2.661,0.512,2.887,0.66,1.425,28.61,No,Motor Imagery,98.52,Distracted
340,8,3,463930,2.179,2.591,5.159,4.208,1.582,21.31,No,Resting,83.53,Distracted
341,27,1,95558,2.72,5.002,1.732,6.718,3.837,26.19,No,Cognitive Load,1.53,Distracted
342,27,6,408456,3.106,2.514,6.845,2.916,0.349,8.3,No,Visual Stimulus,61.68,Fatigued
343,34,7,147646,1.351,3.809,6.593,4.604,3.118,35.94,No,Motor Imagery,25.59,Focused
344,21,2,466933,4.554,3.835,4.074,1.039,1.308,24.03,No,Cognitive Load,10.44,Relaxed
345,30,8,504515,3.534,2.508,6.895,6.087,0.252,6.4,No,Resting,70.56,Relaxed
346,33,6,71916,3.35,5.475,2.354,7.685,2.996,37.2,No,Visual Stimulus,13.16,Distracted
347,28,4,259590,0.948,3.268,0.632,4.426,1.391,22.13,No,Visual Stimulus,44.37,Focused
348,47,5,575194,3.219,3.056,5.144,4.492,2.916,35.4,No,Visual Stimulus,63.22,Distracted
349,33,8,74694,1.044,5.986,3.934,1.339,2.86,34.99,Yes,Resting,55.45,Focused
350,5,3,413867,0.854,3.214,4.754,2.418,2.186,33.55,No,Motor Imagery,97.76,Distracted
351,48,3,282152,2.873,1.481,7.245,1.969,3.132,7.15,No,Resting,78.57,Distracted
352,19,4,70474,2.313,3.322,7.774,5.076,2.366,13.65,No,Visual Stimulus,77.42,Focused
353,4,1,562473,3.15,4.977,5.258,5.528,1.218,35.64,No,Cognitive Load,35.56,Relaxed
354,35,9,350068,0.901,4.773,6.23,9.515,2.963,36.46,Yes,Visual Stimulus,0.84,Relaxed
355,49,8,262048,2.439,4.837,1.129,1.196,2.398,21.03,Yes,Cognitive Load,73.44,Fatigued
356,17,8,546792,1.287,4.394,1.705,6.199,0.15,20.4,No,Resting,99.97,Focused
357,44,10,54970,4.942,1.898,5.999,5.502,3.616,11.13,No,Resting,40.59,Relaxed
358,28,6,278910,3.025,5.241,3.735,5.404,2.228,38.89,No,Resting,98.55,Relaxed
359,30,7,404911,3.593,5.414,3.845,8.795,3.488,12.46,No,Cognitive Load,14.17,Focused
360,29,6,411012,1.964,1.568,2.815,2.453,3.543,11.68,No,Resting,29.65,Relaxed
361,46,9,173615,0.926,1.218,5.055,0.887,1.835,28.13,No,Motor Imagery,17.07,Focused
362,6,3,497666,4.891,5.866,1.889,6.887,2.08,13.5,No,Visual Stimulus,47.52,Relaxed
363,35,3,120494,1.788,5.276,5.202,3.779,1.721,37.86,No,Motor Imagery,79.7,Distracted
364,41,3,533090,2.407,5.413,1.803,0.667,1.853,5.38,No,Cognitive Load,34.07,Focused
365,37,10,171277,3.424,5.375,0.979,2.888,3.591,5.2,Yes,Resting,90.62,Focused
366,24,3,491966,0.611,3.479,2.978,3.439,3.174,22.67,No,Visual Stimulus,54.48,Relaxed
367,29,9,296303,4.146,4.055,2.234,6.36,0.593,22.08,No,Resting,46.54,Focused
368,49,4,11516,2.915,3.499,7.167,2.14,2.48,10.72,No,Resting,78.7,Fatigued
369,46,7,312636,1.752,0.782,0.912,4.424,3.984,22.31,No,Visual Stimulus,10.14,Fatigued
370,31,9,554768,0.777,4.6,1.825,5.084,2.423,19.41,No,Visual Stimulus,77.38,Focused
371,35,7,183163,1.231,3.279,4.615,4.863,3.165,36.16,No,Motor Imagery,24.3,Fatigued
372,33,9,128023,4.528,4.062,4.108,9.752,3.099,5.32,No,Motor Imagery,28.08,Relaxed
373,21,3,372339,3.587,3.265,0.844,0.932,1.466,39.17,No,Motor Imagery,59.95,Relaxed
374,32,4,178838,1.625,3.205,0.554,9.534,1.55,26.85,No,Motor Imagery,90.19,Focused
375,23,8,271409,0.795,1.445,7.911,6.028,2.924,10.31,No,Motor Imagery,57.84,Relaxed
376,33,6,333134,3.608,2.033,5.441,8.059,2.05,6.64,No,Cognitive Load,64.89,Relaxed
377,3,5,494670,3.076,1.374,3.241,4.589,2.325,23.83,Yes,Cognitive Load,77.66,Fatigued
378,18,4,121635,2.32,1.576,4.028,4.811,2.88,13.22,No,Resting,25.93,Relaxed
379,25,8,220935,2.136,5.851,2.499,8.854,3.133,15.54,No,Resting,82.72,Relaxed
380,42,1,511566,1.476,1.342,3.087,9.011,1.159,13.58,No,Motor Imagery,41.8,Fatigued
381,31,9,53634,3.513,1.981,5.368,2.768,0.672,27.76,No,Resting,17.57,Distracted
382,3,1,492503,4.868,3.748,7.121,2.393,1.238,24.37,No,Cognitive Load,35.01,Focused
383,40,8,218599,1.291,3.856,1.881,5.214,2.079,7.73,No,Cognitive Load,24.61,Focused
384,46,4,237919,3.187,1.347,6.803,9.053,1.434,23.43,No,Resting,22.87,Distracted
385,24,9,468668,2.409,4.865,1.412,3.562,2.317,32.69,Yes,Motor Imagery,28.26,Fatigued
386,50,5,403359,2.51,4.819,2.112,6.694,0.309,7.84,No,Cognitive Load,18.09,Fatigued
387,32,3,484607,1.644,1.805,0.779,7.227,2.088,36.14,No,Visual Stimulus,66.77,Relaxed
388,47,9,591731,4.213,2.088,1.556,7.897,1.535,25.24,No,Visual Stimulus,58.0,Relaxed
389,22,9,291568,2.684,5.659,7.38,5.857,2.185,38.27,No,Resting,64.84,Focused
390,23,4,350988,2.945,5.041,3.946,4.323,1.748,10.18,No,Motor Imagery,34.37,Focused
391,2,4,41505,1.871,4.338,1.082,9.687,1.208,39.77,No,Resting,76.97,Fatigued
392,27,8,102478,1.318,0.952,7.698,6.308,3.626,27.55,No,Motor Imagery,12.96,Relaxed
393,42,2,62699,0.887,2.8,7.092,7.421,0.821,24.86,No,Motor Imagery,57.11,Fatigued
394,2,9,418680,3.714,3.576,6.16,3.777,2.757,23.03,No,Visual Stimulus,27.55,Distracted
395,26,6,154721,1.383,1.531,7.501,6.865,3.706,5.83,No,Cognitive Load,52.76,Focused
396,17,9,136668,3.605,2.965,2.151,2.949,2.201,37.89,No,Cognitive Load,32.36,Focused
397,40,8,278518,2.257,3.806,6.773,2.828,3.518,27.54,No,Resting,79.05,Fatigued
398,33,7,265919,2.371,2.301,5.675,7.29,0.587,8.21,Yes,Resting,89.13,Relaxed
399,9,1,385944,2.611,4.795,7.023,5.453,2.026,5.73,No,Motor Imagery,74.26,Relaxed
400,43,3,315783,2.155,5.122,6.477,6.991,1.882,6.78,Yes,Cognitive Load,17.56,Distracted
401,48,2,114010,0.953,2.28,3.099,3.06,0.132,26.33,Yes,Motor Imagery,27.49,Distracted
402,39,5,555393,1.893,5.113,6.308,6.188,1.829,26.49,Yes,Visual Stimulus,91.94,Distracted
403,29,5,523472,3.487,1.07,2.468,4.717,1.539,22.49,No,Visual Stimulus,43.72,Fatigued
404,42,5,406884,3.496,5.108,2.964,6.171,2.712,15.74,No,Motor Imagery,94.12,Focused
405,26,4,259021,1.788,1.34,1.309,3.263,3.759,23.61,No,Motor Imagery,39.25,Fatigued
406,35,5,147032,2.57,0.956,7.513,7.297,0.435,23.07,Yes,Motor Imagery,95.18,Fatigued
407,50,3,142429,1.371,4.03,2.683,8.156,1.377,5.68,No,Motor Imagery,92.57,Relaxed
408,25,1,457820,1.447,3.096,4.405,2.969,1.832,14.89,No,Motor Imagery,66.05,Distracted
409,24,5,313940,0.604,5.493,3.435,3.356,1.875,6.86,No,Visual Stimulus,0.88,Focused
410,13,9,277948,4.535,2.498,7.699,6.781,3.122,36.51,No,Visual Stimulus,40.03,Distracted
411,7,9,159204,1.448,2.079,3.013,7.108,1.829,30.38,No,Visual Stimulus,91.12,Distracted
412,36,4,281209,1.524,3.254,6.339,7.189,0.206,39.86,No,Resting,88.51,Distracted
413,45,3,105072,1.758,3.008,6.916,6.986,2.869,15.58,No,Visual Stimulus,18.74,Focused
414,20,1,89360,1.073,2.394,3.767,4.232,3.551,35.75,No,Cognitive Load,39.92,Relaxed
415,1,2,62287,3.377,4.316,3.336,4.251,2.104,26.11,No,Cognitive Load,83.55,Focused
416,8,8,238009,0.838,4.678,6.108,2.921,2.366,20.86,No,Motor Imagery,57.79,Focused
417,46,1,230881,1.104,5.191,7.347,1.99,0.735,12.79,No,Visual Stimulus,84.73,Relaxed
418,16,8,107357,3.401,5.851,6.162,7.079,0.961,30.84,No,Motor Imagery,82.66,Focused
419,14,7,441733,2.028,1.967,2.203,1.385,1.017,36.64,No,Motor Imagery,90.75,Focused
420,12,8,207440,3.686,4.439,7.162,9.409,1.78,13.24,No,Cognitive Load,11.72,Fatigued
421,23,6,553958,3.008,2.668,3.407,8.354,3.72,11.14,No,Cognitive Load,14.52,Focused
422,15,9,351300,1.652,4.224,4.822,8.646,2.135,29.37,No,Motor Imagery,8.28,Fatigued
423,28,3,159379,3.429,3.118,6.736,9.113,0.849,39.19,Yes,Cognitive Load,93.53,Fatigued
424,34,10,198159,1.023,5.966,1.913,4.382,1.138,31.25,No,Motor Imagery,47.52,Fatigued
425,2,4,194152,2.914,4.509,6.384,8.544,1.598,14.96,No,Motor Imagery,6.43,Distracted
426,32,6,66985,2.467,5.739,4.971,2.002,2.531,19.7,No,Motor Imagery,32.15,Relaxed
427,23,8,483178,1.705,5.092,7.2,0.706,1.816,18.45,No,Resting,35.14,Distracted
428,22,5,171349,3.218,5.466,1.79,7.956,1.631,34.82,No,Cognitive Load,80.96,Relaxed
429,25,3,555839,4.421,4.979,3.655,1.211,2.302,32.0,No,Cognitive Load,73.55,Focused
430,22,6,449813,4.995,3.025,6.746,9.891,1.043,25.61,Yes,Visual Stimulus,68.94,Fatigued
431,22,4,386486,3.235,1.885,0.644,6.911,0.408,14.62,No,Cognitive Load,2.19,Distracted
432,49,9,9637,2.321,2.537,1.342,7.658,0.195,37.83,No,Visual Stimulus,91.07,Focused
433,42,3,551238,1.513,0.611,7.929,2.835,1.08,27.87,Yes,Motor Imagery,21.56,Distracted
434,6,4,416704,1.657,3.382,2.603,6.902,0.457,38.97,No,Resting,62.91,Focused
435,15,7,497760,2.658,3.278,7.817,0.911,1.412,25.3,No,Motor Imagery,6.18,Distracted
436,43,7,215,2.153,3.389,1.869,8.459,3.114,33.74,Yes,Motor Imagery,8.15,Focused
437,37,4,367747,4.612,5.857,3.208,2.111,2.894,33.46,No,Motor Imagery,0.96,Focused
438,33,6,23834,2.157,5.513,6.147,7.125,2.483,16.81,No,Visual Stimulus,56.59,Distracted
439,8,3,296618,2.181,1.389,5.433,2.633,3.425,38.74,No,Resting,62.94,Focused
440,44,6,567354,2.226,2.529,4.858,1.15,1.2,5.77,No,Motor Imagery,5.05,Fatigued
441,44,2,272544,4.265,2.832,4.474,5.074,3.552,31.9,Yes,Visual Stimulus,29.05,Fatigued
442,5,8,534633,3.429,2.483,6.826,2.108,1.657,38.79,No,Motor Imagery,85.15,Fatigued
443,39,2,33896,3.264,4.892,2.262,7.43,1.663,16.86,No,Resting,10.13,Fatigued
444,4,7,478646,2.004,3.382,3.819,2.757,1.681,27.68,No,Motor Imagery,21.65,Relaxed
445,6,9,499387,4.181,3.647,1.666,3.753,0.483,24.68,Yes,Motor Imagery,42.44,Distracted
446,45,1,510269,0.673,5.192,4.97,5.891,3.904,31.65,No,Cognitive Load,84.23,Fatigued
447,32,8,267727,4.419,4.933,2.379,3.207,0.64,35.32,No,Visual Stimulus,25.48,Fatigued
448,30,7,513622,2.807,1.227,3.004,4.091,1.429,26.11,No,Resting,99.71,Fatigued
449,47,6,71537,2.292,4.427,4.034,8.248,1.345,33.56,No,Visual Stimulus,35.53,Relaxed
450,35,6,397783,2.737,2.895,0.701,2.202,0.391,15.93,No,Cognitive Load,38.64,Distracted
451,40,6,599095,3.503,2.121,1.19,1.281,0.694,13.0,Yes,Motor Imagery,12.21,Focused
452,16,9,470455,0.557,0.775,5.644,3.619,0.275,20.07,No,Resting,68.02,Relaxed
453,13,2,232117,4.422,3.18,3.717,4.532,1.24,28.72,No,Resting,24.35,Fatigued
454,50,1,333936,2.51,2.455,6.986,5.655,3.48,11.55,Yes,Visual Stimulus,62.89,Fatigued
455,42,6,393444,2.043,1.883,5.71,4.038,1.424,28.81,No,Motor Imagery,22.32,Relaxed
456,30,10,213286,1.122,4.321,0.561,8.004,0.582,18.79,Yes,Cognitive Load,38.79,Distracted
457,19,8,561340,2.478,4.732,5.125,0.874,2.618,32.85,Yes,Motor Imagery,85.67,Distracted
458,17,3,450985,2.733,1.846,1.203,4.602,3.987,6.29,No,Visual Stimulus,73.89,Focused
459,19,10,46032,2.316,0.772,6.357,4.131,1.006,28.38,No,Resting,15.46,Relaxed
460,28,1,504910,3.554,5.168,7.936,6.652,1.19,27.74,No,Resting,60.77,Distracted
461,26,9,295830,2.394,0.555,4.484,9.68,3.89,37.93,No,Motor Imagery,62.86,Relaxed
462,37,1,234337,4.826,5.654,5.621,5.349,0.797,29.97,No,Motor Imagery,9.06,Distracted
463,26,3,172857,3.197,3.952,2.28,9.875,2.094,32.87,No,Motor Imagery,46.58,Distracted
464,23,8,429763,4.134,2.27,3.782,3.371,1.035,36.66,No,Motor Imagery,26.07,Fatigued
465,9,3,304962,0.992,1.856,6.921,0.793,3.736,28.63,No,Cognitive Load,46.71,Distracted
466,12,4,334071,2.288,0.55,1.756,2.074,3.928,15.16,Yes,Cognitive Load,77.71,Distracted
467,1,8,341609,2.016,1.795,2.492,4.254,3.277,35.44,No,Cognitive Load,15.83,Relaxed
468,1,1,299477,3.063,1.258,3.841,3.505,1.328,31.17,No,Cognitive Load,12.33,Distracted
469,47,6,126457,4.375,3.867,5.842,1.422,1.674,19.86,Yes,Visual Stimulus,26.93,Distracted
470,34,1,278720,0.853,1.416,3.319,4.61,1.045,29.87,No,Resting,95.23,Relaxed
471,32,1,119875,0.827,3.407,7.458,3.712,3.574,35.37,No,Resting,74.78,Distracted
472,48,8,466995,4.326,3.746,1.208,1.665,3.667,39.15,No,Visual Stimulus,1.95,Relaxed
473,25,4,555889,1.458,2.139,3.281,3.313,1.734,38.33,No,Visual Stimulus,40.1,Relaxed
474,40,1,314260,3.509,0.693,5.817,8.921,2.66,16.39,No,Cognitive Load,25.74,Relaxed
475,45,10,517965,2.943,0.705,2.195,3.369,0.746,19.76,No,Motor Imagery,63.81,Relaxed
476,1,7,510472,4.248,0.645,5.423,7.283,1.796,8.83,No,Resting,45.93,Fatigued
477,16,5,581042,1.063,4.565,1.732,6.314,2.563,13.66,No,Visual Stimulus,96.45,Fatigued
478,39,5,229047,1.084,2.249,0.92,4.558,1.603,35.88,No,Motor Imagery,21.9,Fatigued
479,5,1,92850,3.006,4.88,1.408,2.771,1.495,17.63,No,Cognitive Load,58.79,Fatigued
480,22,10,354835,4.759,2.875,7.475,4.006,0.104,26.72,No,Visual Stimulus,70.02,Relaxed
481,29,6,563159,2.367,2.991,4.638,6.125,3.237,28.31,No,Resting,82.56,Relaxed
482,3,9,193946,1.971,3.321,6.473,3.832,3.568,32.36,Yes,Resting,40.7,Relaxed
483,12,9,470949,3.23,4.422,2.995,2.542,3.881,11.4,Yes,Resting,68.69,Relaxed
484,26,8,249200,4.687,2.004,4.945,1.606,2.905,15.67,No,Visual Stimulus,30.32,Fatigued
485,16,5,306606,4.266,1.169,4.212,8.858,2.24,20.69,No,Resting,43.55,Distracted
486,37,1,454598,4.98,3.558,7.593,4.683,1.15,17.77,No,Cognitive Load,89.56,Fatigued
487,22,9,483410,0.602,2.298,6.107,6.439,3.997,39.4,No,Resting,94.99,Relaxed
488,29,1,556862,1.008,2.934,5.979,5.159,2.4,34.22,No,Cognitive Load,71.88,Relaxed
489,14,8,435126,3.243,4.058,0.848,8.789,2.757,21.79,No,Resting,37.44,Distracted
490,28,5,204603,4.193,3.218,4.623,5.696,2.761,35.77,Yes,Cognitive Load,82.01,Relaxed
491,5,3,109779,1.784,3.912,4.002,5.067,3.396,17.17,No,Visual Stimulus,2.59,Distracted
492,47,7,18557,1.576,3.493,7.459,9.284,0.138,32.5,No,Cognitive Load,10.27,Relaxed
493,49,7,159132,4.041,4.569,2.43,7.337,0.959,12.83,No,Visual Stimulus,66.14,Distracted
494,30,9,452082,0.754,4.383,2.524,1.56,2.696,32.03,No,Motor Imagery,29.12,Focused
495,46,7,334248,2.162,3.438,3.585,2.188,3.591,20.98,No,Cognitive Load,95.14,Focused
496,5,3,477793,2.776,4.234,2.325,7.978,2.773,8.76,No,Visual Stimulus,43.61,Focused
497,12,1,144926,3.022,5.305,1.469,8.441,1.713,14.56,No,Motor Imagery,42.94,Focused
498,16,8,184054,3.779,2.877,6.931,5.679,1.51,19.08,No,Resting,67.81,Relaxed
499,26,3,565369,2.097,2.77,4.687,5.767,2.978,31.23,No,Motor Imagery,76.76,Relaxed
500,26,8,381325,3.257,4.703,6.96,6.503,2.991,7.55,Yes,Cognitive Load,47.56,Relaxed
501,48,8,328910,3.134,3.704,6.734,4.672,2.468,28.08,No,Motor Imagery,21.4,Focused
502,21,5,155063,2.964,0.891,2.615,6.962,1.237,30.06,No,Resting,77.33,Distracted
503,39,1,286610,3.382,5.407,4.608,1.531,3.708,27.89,Yes,Motor Imagery,32.04,Distracted
504,36,10,473656,1.668,0.669,1.124,9.632,2.252,31.62,No,Cognitive Load,17.51,Focused
505,33,7,26081,0.881,4.616,7.364,7.626,3.183,11.24,No,Cognitive Load,63.16,Relaxed
506,30,10,24354,1.037,4.673,3.532,6.496,0.936,25.55,No,Visual Stimulus,9.05,Focused
507,37,5,64384,1.511,5.742,3.453,3.505,1.442,37.94,No,Resting,97.14,Fatigued
508,23,8,35525,2.751,0.798,2.771,2.029,3.511,26.38,Yes,Resting,63.24,Distracted
509,10,9,6464,4.282,3.783,3.955,4.389,0.295,26.4,No,Motor Imagery,98.59,Focused
510,5,7,540850,3.656,2.853,2.388,6.785,2.098,30.78,No,Resting,33.89,Focused
511,36,7,579802,4.051,2.318,3.311,6.52,1.979,16.66,No,Cognitive Load,97.12,Focused
512,34,1,375572,2.079,0.997,6.5,4.135,3.03,29.52,No,Motor Imagery,14.56,Focused
513,31,4,112564,2.321,3.595,6.757,6.326,1.199,37.07,No,Visual Stimulus,4.07,Relaxed
514,10,2,370191,2.272,3.135,2.781,8.231,0.954,5.38,No,Motor Imagery,3.3,Distracted
515,19,2,467435,1.363,1.075,4.018,0.75,3.712,35.45,No,Motor Imagery,46.49,Fatigued
516,32,2,556922,0.775,3.869,7.054,4.781,2.33,12.65,No,Visual Stimulus,8.3,Relaxed
517,1,4,194215,3.159,4.559,0.895,7.706,0.508,20.96,No,Motor Imagery,51.22,Focused
518,5,1,547353,4.951,4.72,7.169,5.688,0.853,34.83,No,Resting,32.75,Focused
519,45,4,265039,1.251,5.48,2.144,6.689,3.995,33.84,Yes,Motor Imagery,33.56,Focused
520,4,2,343003,0.71,2.752,5.589,5.408,0.863,36.22,No,Motor Imagery,63.56,Focused
521,16,5,104127,4.008,5.742,4.869,9.923,2.481,37.91,No,Motor Imagery,16.31,Distracted
522,24,3,96426,1.637,5.26,4.647,1.019,1.738,20.65,No,Cognitive Load,76.66,Focused
523,16,8,192376,4.233,2.131,6.945,5.165,3.554,27.97,No,Cognitive Load,58.2,Fatigued
524,2,4,11962,3.668,1.376,1.262,1.368,3.045,18.67,No,Resting,91.49,Relaxed
525,49,1,33302,4.756,2.895,3.103,2.018,2.428,17.28,No,Visual Stimulus,36.48,Distracted
526,28,1,347526,2.34,2.71,4.537,4.139,0.142,20.11,Yes,Cognitive Load,98.27,Focused
527,32,10,4011,3.479,3.666,6.585,1.978,3.531,31.01,No,Cognitive Load,57.58,Fatigued
528,27,3,19782,2.592,3.709,2.123,9.655,1.834,22.55,No,Resting,97.34,Relaxed
529,20,9,198763,3.338,4.625,6.522,9.495,3.733,33.49,Yes,Resting,2.71,Relaxed
530,24,7,432941,2.523,3.304,3.497,3.693,2.033,31.08,No,Visual Stimulus,72.8,Distracted
531,12,2,533484,1.349,1.077,1.917,6.578,2.807,5.72,No,Motor Imagery,81.66,Relaxed
532,50,9,43459,2.786,5.221,6.192,5.571,0.37,27.06,No,Motor Imagery,5.32,Focused
533,35,10,522829,2.879,2.204,1.182,8.248,3.006,20.28,No,Visual Stimulus,57.9,Focused
